"Movie","Year","Duration","Genres","Rating","Num_of_Votes","Five_Year","Final_Genre","Types_of_Duration"
"Bernard and the Genie",1991,70,"Comedy,Drama,Fantasy",7.5,1367,"1990","Drama","Very Short"
"Beta",1992,171,"Drama,Romance",6.3,1877,"1990","Drama","Extremely Long"
"Big Girls Don't Cry... They Get Even",1991,96,"Comedy",6.5,1712,"1990","Comedy","Short"
"Bill & Ted's Bogus Journey",1991,93,"Adventure,Comedy,Fantasy",6.3,67227,"1990","Adventure","Short"
"Billy Bathgate",1991,106,"Crime,Drama,Thriller",5.9,11133,"1990","Crime","Long"
"Bingo",1991,89,"Adventure,Comedy,Family",4.9,2665,"1990","Comedy","Very Short"
"Until the End of the World",1991,158,"Action,Drama,Sci-Fi",6.8,8975,"1990","Sci-Fi","Extremely Long"
"Black Robe",1991,101,"Drama,History,War",7.1,6326,"1990","History","Just Nice"
"Body Parts",1991,88,"Horror,Sci-Fi,Thriller",5.6,3936,"1990","Sci-Fi","Very Short"
"The Boneyard",1991,98,"Fantasy,Horror",5.7,1069,"1990","Horror","Just Nice"
"The Borrower",1991,92,"Comedy,Horror,Sci-Fi",5.3,1510,"1990","Comedy","Short"
"Boyz n the Hood",1991,112,"Crime,Drama",7.8,123012,"1990","Crime","Long"
"Bugsy",1991,136,"Biography,Crime,Drama",6.8,25862,"1990","Biography","Extremely Long"
"Bullseye!",1990,95,"Comedy,Crime",4.6,1265,"1990","Comedy","Short"
"The Butcher's Wife",1991,107,"Comedy,Fantasy,Romance",5.4,6548,"1990","Comedy","Long"
"By the Sword",1991,91,"Adventure,Drama,Sport",6.5,1437,"1990","Sport","Short"
"Children of Nature",1991,82,"Drama,Romance",7.3,1373,"1990","Drama","Very Short"
"Cabeza de Vaca",1991,112,"Adventure,Biography,Drama",7,1061,"1990","Adventure","Long"
"Cadence",1990,97,"Drama",6.5,5205,"1990","Drama","Short"
"Cape Fear",1991,128,"Crime,Thriller",7.3,170348,"1990","Thriller","Extremely Long"
"Career Opportunities",1991,83,"Comedy,Romance",5.9,10546,"1990","Comedy","Very Short"
"Cast a Deadly Spell",1991,96,"Comedy,Fantasy,Horror",6.5,2956,"1990","Comedy","Short"
"City of Hope",1991,129,"Crime,Drama",7.3,2232,"1990","Crime","Extremely Long"
"Class Action",1991,110,"Drama,Thriller",6.4,6603,"1990","Thriller","Long"
"Class of Nuke 'Em High Part II: Subhumanoid Meltdown",1991,90,"Comedy,Horror,Sci-Fi",4.5,1924,"1990","Comedy","Very Short"
"Close My Eyes",1991,108,"Drama,Romance",6.3,2939,"1990","Romance","Long"
"Closet Land",1991,89,"Drama,Thriller",7,2621,"1990","Thriller","Very Short"
"The Commitments",1991,118,"Comedy,Drama,Music",7.6,31942,"1990","Drama","Long"
"Company Business",1991,98,"Action,Comedy,Crime",5.7,2478,"1990","Action","Just Nice"
"Conagher",1991,94,"Drama,Western",7.3,1543,"1990","Drama","Short"
"Coolie No. 1",1995,143,"Comedy",6.2,2409,"1995","Comedy","Extremely Long"
"Once Upon a Crime...",1992,94,"Comedy,Crime,Mystery",5.9,3930,"1990","Comedy","Short"
"Critters 3",1991,86,"Comedy,Horror,Sci-Fi",4.4,10827,"1990","Comedy","Very Short"
"Critters 4",1992,87,"Horror,Sci-Fi",4.1,6695,"1990","Horror","Very Short"
"Csapd le csacsi!",1991,80,"Comedy",7.8,1027,"1990","Comedy","Very Short"
"Curly Sue",1991,101,"Comedy,Drama,Family",5.9,20118,"1990","Drama","Just Nice"
"Raise the Red Lantern",1991,125,"Drama,History,Romance",8.1,29026,"1990","History","Extremely Long"
"Thalapathi",1991,157,"Action,Crime,Drama",8.5,9632,"1990","Action","Extremely Long"
"The Dark Backward",1991,101,"Comedy",5.8,1942,"1990","Comedy","Just Nice"
"Dead Again",1991,107,"Crime,Drama,Mystery",6.9,25633,"1990","Drama","Long"
"Death in Brunswick",1990,109,"Comedy,Crime,Thriller",6.6,1014,"1990","Comedy","Long"
"Deceived",1991,104,"Crime,Drama,Mystery",6.2,6386,"1990","Crime","Just Nice"
"Defending Your Life",1991,112,"Comedy,Drama,Fantasy",7.2,16767,"1990","Fantasy","Long"
"Delicatessen",1991,99,"Comedy,Crime",7.6,79536,"1990","Comedy","Just Nice"
"Delirious",1991,96,"Comedy,Fantasy",5.9,7655,"1990","Comedy","Short"
"Diary of a Hitman",1991,90,"Crime,Drama",5.3,1727,"1990","Drama","Very Short"
"Dil Aashna Hai (...The Heart Knows)",1992,164,"Drama,Romance",5,1481,"1990","Romance","Extremely Long"
"The Heart Refuses to Listen",1991,154,"Adventure,Comedy,Drama",7.3,3898,"1990","Drama","Extremely Long"
"Doc Hollywood",1991,104,"Comedy,Drama,Romance",6.2,32670,"1990","Comedy","Just Nice"
"The Doctor",1991,122,"Drama",7,5047,"1990","Drama","Extremely Long"
"Dogfight",1991,94,"Comedy,Drama,Romance",7.4,8204,"1990","Drama","Short"
"Don't Tell Mom the Babysitter's Dead",1991,102,"Comedy",6.3,27504,"1990","Comedy","Just Nice"
"The Doors",1991,140,"Biography,Drama,Music",7.2,82809,"1990","Biography","Extremely Long"
"God of Gamblers II",1990,99,"Action,Comedy,Drama",6.9,2550,"1990","Drama","Just Nice"
"Double Impact",1991,110,"Action,Crime",5.6,37501,"1990","Action","Long"
"The Double Life of Véronique",1991,98,"Drama,Fantasy,Music",7.8,41124,"1990","Drama","Just Nice"
"The Boys from St. Petri",1991,111,"Drama,War",7,1856,"1990","War","Long"
"Drop Dead Fred",1991,103,"Comedy,Drama,Fantasy",6,26641,"1990","Comedy","Just Nice"
"God of Gamblers Part III: Back to Shanghai",1991,116,"Comedy,Drama",6.7,1944,"1990","Comedy","Long"
"Dutch",1991,107,"Comedy,Drama",6.5,11380,"1990","Drama","Long"
"Dying Young",1991,111,"Drama,Romance",6.1,14823,"1990","Drama","Long"
"Edward II",1991,87,"Drama,History,Romance",6.8,2397,"1990","Drama","Very Short"
"Enchanted April",1991,95,"Drama",7.4,5990,"1990","Drama","Short"
"Ernest Scared Stupid",1991,91,"Comedy,Family,Fantasy",5.8,10565,"1990","Fantasy","Short"
"Europa",1991,112,"Drama,Thriller",7.6,19544,"1990","Drama","Long"
"Eve of Destruction",1991,99,"Action,Sci-Fi,Thriller",4.9,1999,"1990","Thriller","Just Nice"
"Eyes of an Angel",1991,95,"Drama",5.4,1112,"1990","Drama","Short"
"F/X2",1991,108,"Action,Thriller",5.9,8690,"1990","Action","Long"
"Father of the Bride",1991,105,"Comedy,Family,Romance",6.5,67750,"1990","Romance","Just Nice"
"Crazy Safari",1991,96,"Comedy,Fantasy",5.5,1023,"1990","Fantasy","Short"
"The Fisher King",1991,137,"Comedy,Drama,Fantasy",7.5,78265,"1990","Drama","Extremely Long"
"The Five Heartbeats",1991,121,"Drama,Music",7.6,3694,"1990","Drama","Extremely Long"
"Flirting",1991,99,"Drama,Romance",7.2,5640,"1990","Drama","Just Nice"
"For the Boys",1991,138,"Comedy,Drama,Music",6.4,5072,"1990","Drama","Extremely Long"
"Frankie and Johnny",1991,118,"Comedy,Drama,Romance",6.8,28555,"1990","Romance","Long"
"Freddy's Dead: The Final Nightmare",1991,89,"Fantasy,Horror",4.9,40897,"1990","Fantasy","Very Short"
"Fried Green Tomatoes",1991,130,"Drama",7.7,65917,"1990","Drama","Extremely Long"
"Go Trabi Go",1991,92,"Comedy",6,1202,"1990","Comedy","Short"
"The Godfather Family: A Look Inside",1990,73,"Documentary",7.8,1007,"1990","Documentary","Very Short"
"Godzilla vs. King Ghidorah",1991,103,"Action,Adventure,Drama",6.6,5568,"1990","Drama","Just Nice"
"Grand Canyon",1991,134,"Crime,Drama",6.9,14569,"1990","Crime","Extremely Long"
"Guilty by Suspicion",1991,105,"Drama",6.5,7712,"1990","Drama","Just Nice"
"A Brighter Summer Day",1991,237,"Crime,Drama,Romance",8.4,7422,"1990","Crime","Extremely Long"
"The Guyver",1991,88,"Action,Comedy,Sci-Fi",5,4730,"1990","Comedy","Very Short"
"Rhapsody in August",1991,98,"Drama",7.2,6179,"1990","Drama","Just Nice"
"Hangin' with the Homeboys",1991,88,"Comedy,Drama",7,1309,"1990","Drama","Very Short"
"The Hard Way",1991,111,"Action,Comedy,Crime",6.4,18242,"1990","Crime","Long"
"Harley Davidson and the Marlboro Man",1991,98,"Action,Crime,Drama",6.2,18265,"1990","Action","Just Nice"
"The Haunted",1991,100,"Drama,Fantasy,Horror",6.5,1768,"1990","Fantasy","Just Nice"
"He Said, She Said",1991,115,"Comedy,Drama,Romance",5.6,5944,"1990","Romance","Long"
"Hear My Song",1991,113,"Comedy,Drama,Music",7,1481,"1990","Drama","Long"
"Hearts of Darkness: A Filmmaker's Apocalypse",1991,96,"Documentary",8.1,18766,"1990","Documentary","Short"
"High Strung",1992,93,"Comedy",6.8,1928,"1990","Comedy","Short"
"Highlander II: The Quickening",1991,91,"Action,Adventure,Fantasy",4.3,43051,"1990","Adventure","Short"
"Highway 61",1991,102,"Comedy,Music",6.9,1342,"1990","Music","Just Nice"
"The Hitman",1991,95,"Action,Crime,Thriller",5.4,3482,"1990","Action","Short"
"Homicide",1991,102,"Crime,Drama,Thriller",7,6104,"1990","Drama","Just Nice"
"Voyager",1991,117,"Drama,Romance",6.7,2972,"1990","Romance","Long"
"Hook",1991,142,"Adventure,Comedy,Family",6.8,231035,"1990","Adventure","Extremely Long"
"Hot Shots!",1991,84,"Action,Comedy",6.8,97955,"1990","Action","Very Short"
"House Party 2",1991,94,"Comedy,Drama,Music",5.3,5946,"1990","Music","Short"
"Hudson Hawk",1991,100,"Action,Adventure,Comedy",5.8,51639,"1990","Action","Just Nice"
"Us",1991,184,"Action,Comedy,Drama",6.8,2660,"1990","Comedy","Extremely Long"
"If Looks Could Kill",1991,88,"Action,Comedy",5.8,6403,"1990","Action","Very Short"
"Impromptu",1991,107,"Biography,Comedy,Music",6.9,4636,"1990","Biography","Long"
"The Indian Runner",1991,127,"Drama",7,8299,"1990","Drama","Extremely Long"
"I Don't Kiss",1991,115,"Drama",6.9,1164,"1990","Drama","Long"
"JFK",1991,189,"Drama,History,Thriller",8,139681,"1990","History","Extremely Long"
"Jacquot de Nantes",1991,118,"Biography,Drama",7.6,1410,"1990","Drama","Long"
"Johnny Stecchino",1991,102,"Comedy,Crime,Romance",7.2,9867,"1990","Crime","Just Nice"
"The Josephine Baker Story",1991,130,"Biography,Drama,History",7.2,1212,"1990","Biography","Extremely Long"
"Jungle Fever",1991,132,"Drama,Romance",6.5,16808,"1990","Romance","Extremely Long"
"K2",1991,102,"Adventure,Drama,Sport",6.2,6374,"1990","Drama","Just Nice"
"Kafka",1991,98,"Drama,Mystery,Sci-Fi",6.9,9406,"1990","Sci-Fi","Just Nice"
"Kickboxer 2: The Road Back",1991,90,"Action,Sport",4.5,5239,"1990","Sport","Very Short"
"Killer Tomatoes Eat France!",1992,94,"Comedy",3.8,1296,"1990","Comedy","Short"
"King Ralph",1991,97,"Comedy,Romance",5.3,15013,"1990","Comedy","Short"
"The King of the Kickboxers",1990,99,"Action,Crime,Sport",5.9,1491,"1990","Sport","Just Nice"
"A Kiss Before Dying",1991,94,"Crime,Drama,Mystery",5.7,4768,"1990","Drama","Short"
"Kit Kat",1991,129,"Comedy,Drama,Romance",8.2,1836,"1990","Drama","Extremely Long"
"Knight Rider 2000",1991,95,"Action,Sci-Fi",4.7,2617,"1990","Action","Short"
"Kroll",1991,101,"Action,Drama",6.9,1025,"1990","Drama","Just Nice"
"L.A. Story",1991,95,"Comedy,Drama,Fantasy",6.7,29221,"1990","Drama","Short"
"Lamhe",1991,187,"Drama,Musical,Romance",7.4,2515,"1990","Drama","Extremely Long"
"The Last Boy Scout",1991,105,"Action,Comedy,Crime",7,91703,"1990","Comedy","Just Nice"
"Late for Dinner",1991,99,"Drama,Sci-Fi",6.4,1650,"1990","Sci-Fi","Just Nice"
"Let Him Have It",1991,115,"Crime,Drama,History",7.2,3193,"1990","Crime","Long"
"Riki-Oh: The Story of Ricky",1991,91,"Action,Comedy,Thriller",7.1,12476,"1990","Comedy","Short"
"Liebestraum",1991,112,"Mystery,Thriller",6,1450,"1990","Thriller","Long"
"Life Stinks",1991,92,"Comedy",6,9384,"1990","Comedy","Short"
"Light Sleeper",1992,103,"Crime,Drama",6.9,5760,"1990","Drama","Just Nice"
"The Linguini Incident",1991,108,"Comedy,Crime",6.4,1180,"1990","Comedy","Long"
"Little Man Tate",1991,99,"Drama",6.6,13688,"1990","Drama","Just Nice"
"Love Potion No. 9",1992,92,"Comedy,Fantasy,Romance",5.7,12926,"1990","Romance","Short"
"Madame Bovary",1991,143,"Drama,Romance",6.6,3477,"1990","Drama","Extremely Long"
"Mother",1990,108,"Drama",8.5,4035,"1990","Drama","Long"
"Madonna: Truth or Dare",1991,120,"Documentary,Music",6.4,8638,"1990","Music","Extremely Long"
"The Man in the Moon",1991,99,"Drama,Romance",7.4,15233,"1990","Romance","Just Nice"
"Mannequin: On the Move",1991,95,"Comedy,Fantasy,Romance",4.4,5646,"1990","Fantasy","Short"
"Manta, Manta",1991,91,"Comedy",5.7,4304,"1990","Comedy","Short"
"The Marrying Man",1991,115,"Comedy,Music,Romance",5.8,5107,"1990","Music","Long"
"Mother",1991,157,"Drama",7.4,3053,"1990","Drama","Extremely Long"
"McBain",1991,107,"Action,Drama,War",4.9,1627,"1990","Drama","Long"
"Mediterraneo",1991,96,"Comedy,Drama,War",7.5,13665,"1990","Drama","Short"
"Meeting Venus",1991,119,"Comedy,Drama,Romance",6.6,1231,"1990","Romance","Long"
"Merci la vie",1991,117,"Drama",6.6,1091,"1990","Drama","Long"
"The Suspended Step of the Stork",1991,143,"Drama,Romance",7.5,2087,"1990","Romance","Extremely Long"
"A Midnight Clear",1992,108,"Drama,War",7.1,8124,"1990","War","Long"
"Mississippi Masala",1991,118,"Drama,Romance",6.6,4691,"1990","Romance","Long"
"Mobsters",1991,104,"Crime,Drama",6,8310,"1990","Crime","Just Nice"
"Mon père, ce héros.",1991,105,"Comedy,Drama,Romance",6.1,2562,"1990","Comedy","Just Nice"
"Mortal Thoughts",1991,103,"Mystery,Thriller",5.7,8213,"1990","Thriller","Just Nice"
"Murder 101",1991,100,"Mystery,Thriller",6.4,1171,"1990","Thriller","Just Nice"
"My Girl",1991,102,"Comedy,Drama,Family",6.9,70954,"1990","Comedy","Just Nice"
"My Own Private Idaho",1991,104,"Drama",7.1,49720,"1990","Drama","Just Nice"
"Mystery Date",1991,97,"Comedy,Crime,Romance",6.1,2549,"1990","Crime","Short"
"The Naked Gun 2½: The Smell of Fear",1991,85,"Comedy,Crime",6.9,103855,"1990","Crime","Very Short"
"Naked Lunch",1991,115,"Drama",7.1,46390,"1990","Drama","Long"
"Necessary Roughness",1991,108,"Comedy,Sport",6.2,10178,"1990","Sport","Long"
"Nekromantik 2",1991,104,"Horror",5.3,3307,"1990","Horror","Just Nice"
"New Jack City",1991,97,"Action,Crime,Drama",6.7,30990,"1990","Drama","Short"
"Night on Earth",1991,129,"Comedy,Drama",7.8,54384,"1990","Comedy","Extremely Long"
"Not Without My Daughter",1991,116,"Drama,Thriller",6.4,12188,"1990","Thriller","Long"
"Nothing But Trouble",1991,94,"Comedy",5.2,22351,"1990","Comedy","Short"
"The Elementary School",1991,100,"Comedy,Drama,Family",8,2708,"1990","Drama","Just Nice"
"The Object of Beauty",1991,103,"Comedy,Crime,Drama",5.6,1941,"1990","Comedy","Just Nice"
"Den ofrivillige golfaren",1991,107,"Comedy,Sport",5.7,4074,"1990","Sport","Long"
"Olivier, Olivier",1992,110,"Drama",7.5,1648,"1990","Drama","Long"
"Omen IV: The Awakening",1991,97,"Horror",3.9,6000,"1990","Horror","Short"
"Only Yesterday",1991,118,"Animation,Drama,Romance",7.6,25952,"1990","Animation","Long"
"Once Around",1991,115,"Comedy,Drama,Romance",6.5,3964,"1990","Drama","Long"
"One False Move",1992,105,"Crime,Drama,Thriller",7.1,9658,"1990","Crime","Just Nice"
"One Good Cop",1991,114,"Action,Crime,Drama",5.9,3792,"1990","Crime","Long"
"Only the Lonely",1991,104,"Comedy,Romance",6.4,10019,"1990","Romance","Just Nice"
"Oscar",1991,109,"Comedy,Crime",6.6,29433,"1990","Comedy","Long"
"Other People's Money",1991,103,"Comedy,Drama,Romance",6.2,7850,"1990","Romance","Just Nice"
"Out for Justice",1991,91,"Action,Crime,Drama",6.1,21156,"1990","Drama","Short"
"Attention, Papa Arrives!",1991,89,"Comedy,Family",8,4797,"1990","Family","Very Short"
"Paradise",1991,111,"Drama",6.7,2668,"1990","Drama","Long"
"Paris Trout",1991,100,"Drama",6.4,1445,"1990","Drama","Just Nice"
"The Perfect Weapon",1991,90,"Action,Crime,Drama",6,3574,"1990","Action","Very Short"
"The Pistol: The Birth of a Legend",1991,90,"Biography,Drama,Sport",6.9,1235,"1990","Biography","Very Short"
"Point Break",1991,122,"Action,Crime,Thriller",7.3,154904,"1990","Action","Extremely Long"
"Poison",1991,85,"Drama,Horror,Romance",6.5,3900,"1990","Horror","Very Short"
"Popcorn",1991,91,"Comedy,Horror",5.8,3907,"1990","Comedy","Short"
"The Pope Must Diet",1991,97,"Comedy",5.1,1430,"1990","Comedy","Short"
"Prahaar: The Final Attack",1991,166,"Action,Crime,Drama",8,1819,"1990","Drama","Extremely Long"
"Prayer of the Rollerboys",1990,95,"Action,Crime,Drama",5.6,2267,"1990","Crime","Short"
"The Prince of Tides",1991,132,"Drama,Romance",6.8,15929,"1990","Drama","Extremely Long"
"Problem Child 2",1991,91,"Comedy,Family",4.9,20549,"1990","Comedy","Short"
"Proof",1991,86,"Drama,Romance",7.2,6135,"1990","Drama","Very Short"
"Prospero's Books",1991,124,"Drama,Fantasy",6.9,5925,"1990","Drama","Extremely Long"
"Psycho IV: The Beginning",1990,96,"Horror,Mystery,Thriller",5.5,7410,"1990","Horror","Short"
"Pure Luck",1991,96,"Comedy,Crime,Mystery",5.9,6489,"1990","Crime","Short"
"Queens Logic",1991,100,"Comedy,Drama",5.8,1458,"1990","Comedy","Just Nice"
"Quigley Down Under",1990,119,"Action,Adventure,Drama",6.9,19301,"1990","Drama","Long"
"A Rage in Harlem",1991,115,"Comedy,Crime",5.9,1911,"1990","Crime","Long"
"Rambling Rose",1991,112,"Drama",6.6,4600,"1990","Drama","Long"
"The Rapture",1991,100,"Drama,Mystery",6.2,4850,"1990","Drama","Just Nice"
"Regarding Henry",1991,108,"Drama,Romance",6.7,29083,"1990","Drama","Long"
"Return to the Blue Lagoon",1991,102,"Adventure,Drama,Romance",5.2,17946,"1990","Romance","Just Nice"
"Ricochet",1991,102,"Action,Crime,Drama",6.2,15875,"1990","Drama","Just Nice"
"Robin Hood",1991,104,"Action,Adventure,Drama",5.7,4610,"1990","Adventure","Just Nice"
"Robin Hood: Prince of Thieves",1991,143,"Action,Adventure,Drama",6.9,175726,"1990","Drama","Extremely Long"
"Rock-A-Doodle",1991,74,"Adventure,Animation,Comedy",6.1,8359,"1990","Comedy","Very Short"
"The Rocketeer",1991,108,"Action,Adventure,Family",6.5,52350,"1990","Family","Long"
"Roujin Z",1991,80,"Animation,Comedy,Drama",6.9,2214,"1990","Comedy","Very Short"
"Rover Dangerfield",1991,74,"Animation,Comedy,Family",6,2836,"1990","Comedy","Very Short"
"Calls Controlled",1991,93,"Comedy",7.2,1350,"1990","Comedy","Short"
"Center Stage",1991,126,"Biography,Drama,Romance",7.5,1725,"1990","Drama","Extremely Long"
"Rubin and Ed",1991,82,"Comedy,Drama",7.1,1698,"1990","Drama","Very Short"
"Run",1991,91,"Action,Drama,Thriller",6.3,2549,"1990","Drama","Short"
"Rush",1991,120,"Action,Crime,Drama",6.8,7781,"1990","Action","Extremely Long"
"Beloved",1991,181,"Drama,Musical,Romance",7.2,5863,"1990","Drama","Extremely Long"
"Unfaithful Beloved",1991,160,"Drama,Romance",5.3,1007,"1990","Romance","Extremely Long"
"Sarah, Plain and Tall",1991,98,"Drama,Family,Romance",7.3,1975,"1990","Romance","Just Nice"
"Saudagar",1991,213,"Action,Drama,Romance",6.8,1210,"1990","Drama","Extremely Long"
"Scanners II: The New Order",1991,104,"Action,Horror,Sci-Fi",5.3,2733,"1990","Horror","Just Nice"
"Scenes from a Mall",1991,89,"Comedy",5.4,4608,"1990","Comedy","Very Short"
"Scream of Stone",1991,105,"Drama",6.2,1219,"1990","Drama","Just Nice"
"Scissors",1991,105,"Horror,Thriller",5.3,2419,"1990","Thriller","Just Nice"
"Shakes the Clown",1991,87,"Comedy,Crime,Drama",5.6,4590,"1990","Crime","Very Short"
"Shattered",1991,98,"Crime,Drama,Mystery",6.5,8104,"1990","Crime","Just Nice"
"Shout",1991,89,"Drama,Music,Romance",5.3,1782,"1990","Music","Very Short"
"Showdown in Little Tokyo",1991,79,"Action,Comedy,Crime",6.1,16244,"1990","Crime","Very Short"
"The Silence of the Lambs",1991,118,"Crime,Drama,Thriller",8.6,1245277,"1990","Crime","Long"
"A Chinese Ghost Story III",1991,104,"Action,Comedy,Fantasy",6.7,2308,"1990","Action","Just Nice"
"Ski School",1990,89,"Comedy",5.1,3187,"1990","Comedy","Very Short"
"Slacker",1990,97,"Comedy,Drama",7.1,19527,"1990","Drama","Short"
"Sleeping with the Enemy",1991,99,"Drama,Thriller",6.3,49157,"1990","Thriller","Just Nice"
"Soapdish",1991,97,"Comedy,Romance",6.6,14320,"1990","Romance","Short"
"Sólo con tu pareja",1991,94,"Comedy,Romance",6.9,3400,"1990","Romance","Short"
"Sometimes They Come Back",1991,97,"Drama,Horror,Thriller",5.8,9392,"1990","Drama","Short"
"The Efficiency Expert",1991,97,"Comedy,Drama",6.2,1613,"1990","Comedy","Short"
"Star Trek VI: The Undiscovered Country",1991,110,"Action,Adventure,Sci-Fi",7.2,69419,"1990","Adventure","Long"
"Stepping Out",1991,106,"Comedy,Drama,Musical",6.4,1029,"1990","Comedy","Long"
"Stone Cold",1991,92,"Action,Crime,Drama",6,6887,"1990","Drama","Short"
"Strictly Business",1991,84,"Comedy,Romance",5.4,1819,"1990","Comedy","Very Short"
"Suburban Commando",1991,90,"Action,Comedy,Sci-Fi",4.5,9345,"1990","Comedy","Very Short"
"The Super",1991,84,"Comedy",5.7,5216,"1990","Comedy","Very Short"
"Surviving Desire",1992,53,"Comedy,Drama,Romance",7.4,1389,"1990","Comedy","Very Short"
"Switch",1991,103,"Comedy,Fantasy",5.8,8743,"1990","Fantasy","Just Nice"
